,Date,縣市,人口差
739,2018-10-01,苗栗縣,-287.0
740,2018-11-01,苗栗縣,-393.0
741,2018-12-01,苗栗縣,-542.0
742,2019-01-01,苗栗縣,-460.0
743,2019-02-01,苗栗縣,-279.0
744,2019-03-01,苗栗縣,-432.0
745,2019-04-01,苗栗縣,-305.0
746,2019-05-01,苗栗縣,-350.0
747,2019-06-01,苗栗縣,-347.0
748,2019-07-01,苗栗縣,-229.0
749,2019-08-01,苗栗縣,-37.0
751,2007-04-01,花蓮縣,-97.0
752,2007-05-01,花蓮縣,-117.0
753,2007-06-01,花蓮縣,-249.0
754,2007-07-01,花蓮縣,-153.0
755,2007-08-01,花蓮縣,-247.0
756,2007-09-01,花蓮縣,-77.0
757,2007-10-01,花蓮縣,-36.0
758,2007-11-01,花蓮縣,-113.0
759,2007-12-01,花蓮縣,-159.0
760,2008-01-01,花蓮縣,-40.0
761,2008-02-01,花蓮縣,-120.0
762,2008-03-01,花蓮縣,-116.0
763,2008-04-01,花蓮縣,-128.0
764,2008-05-01,花蓮縣,-198.0
765,2008-06-01,花蓮縣,-184.0
766,2008-07-01,花蓮縣,-116.0
767,2008-08-01,花蓮縣,-397.0
768,2008-09-01,花蓮縣,-160.0
769,2008-10-01,花蓮縣,-51.0
770,2008-11-01,花蓮縣,-83.0
771,2008-12-01,花蓮縣,-276.0
772,2009-01-01,花蓮縣,71.0
773,2009-02-01,花蓮縣,-241.0
774,2009-03-01,花蓮縣,-41.0
775,2009-04-01,花蓮縣,-176.0
776,2009-05-01,花蓮縣,-14.0
777,2009-06-01,花蓮縣,-129.0
778,2009-07-01,花蓮縣,44.0
779,2009-08-01,花蓮縣,54.0
780,2009-09-01,花蓮縣,-126.0
781,2009-10-01,花蓮縣,35.0
782,2009-11-01,花蓮縣,39.0
783,2009-12-01,花蓮縣,15.0
784,2010-01-01,花蓮縣,62.0
785,2010-02-01,花蓮縣,-29.0
786,2010-03-01,花蓮縣,-203.0
787,2010-04-01,花蓮縣,-89.0
788,2010-05-01,花蓮縣,-282.0
789,2010-06-01,花蓮縣,-752.0
790,2010-07-01,花蓮縣,-12.0
791,2010-08-01,花蓮縣,-113.0
792,2010-09-01,花蓮縣,-251.0
793,2010-10-01,花蓮縣,-203.0
794,2010-11-01,花蓮縣,-131.0
795,2010-12-01,花蓮縣,-156.0
796,2011-01-01,花蓮縣,-171.0
797,2011-02-01,花蓮縣,-153.0
798,2011-03-01,花蓮縣,-205.0
799,2011-04-01,花蓮縣,-228.0
800,2011-05-01,花蓮縣,-290.0
801,2011-06-01,花蓮縣,-201.0
802,2011-07-01,花蓮縣,-175.0
803,2011-08-01,花蓮縣,-189.0
804,2011-09-01,花蓮縣,-215.0
805,2011-10-01,花蓮縣,-93.0
806,2011-11-01,花蓮縣,-49.0
807,2011-12-01,花蓮縣,2.0
808,2012-01-01,花蓮縣,-105.0
809,2012-02-01,花蓮縣,-112.0
810,2012-03-01,花蓮縣,-136.0
811,2012-04-01,花蓮縣,-167.0
812,2012-05-01,花蓮縣,-242.0
813,2012-06-01,花蓮縣,-56.0
814,2012-07-01,花蓮縣,-226.0
815,2012-08-01,花蓮縣,-272.0
816,2012-09-01,花蓮縣,-191.0
817,2012-10-01,花蓮縣,-43.0
818,2012-11-01,花蓮縣,-65.0
819,2012-12-01,花蓮縣,-33.0
820,2013-01-01,花蓮縣,-201.0
821,2013-02-01,花蓮縣,2.0
822,2013-03-01,花蓮縣,-119.0
823,2013-04-01,花蓮縣,-160.0
824,2013-05-01,花蓮縣,-199.0
825,2013-06-01,花蓮縣,-45.0
826,2013-07-01,花蓮縣,-166.0
827,2013-08-01,花蓮縣,-174.0
828,2013-09-01,花蓮縣,-89.0
829,2013-10-01,花蓮縣,-25.0
830,2013-11-01,花蓮縣,-53.0
831,2013-12-01,花蓮縣,-64.0
832,2014-01-01,花蓮縣,-74.0
833,2014-02-01,花蓮縣,-170.0
834,2014-03-01,花蓮縣,-14.0
835,2014-04-01,花蓮縣,55.0
836,2014-05-01,花蓮縣,-26.0
837,2014-06-01,花蓮縣,-38.0
838,2014-07-01,花蓮縣,77.0
839,2014-08-01,花蓮縣,26.0
840,2014-09-01,花蓮縣,-202.0
841,2014-10-01,花蓮縣,-118.0
842,2014-11-01,花蓮縣,71.0
843,2014-12-01,花蓮縣,-92.0
844,2015-01-01,花蓮縣,-152.0
845,2015-02-01,花蓮縣,-170.0
846,2015-03-01,花蓮縣,-233.0
847,2015-04-01,花蓮縣,-163.0
848,2015-05-01,花蓮縣,-202.0
849,2015-06-01,花蓮縣,-48.0
850,2015-07-01,花蓮縣,-182.0
851,2015-08-01,花蓮縣,-151.0
852,2015-09-01,花蓮縣,-65.0
853,2015-10-01,花蓮縣,37.0
854,2015-11-01,花蓮縣,-30.0
855,2015-12-01,花蓮縣,-88.0
856,2016-01-01,花蓮縣,-100.0
857,2016-02-01,花蓮縣,-44.0
858,2016-03-01,花蓮縣,-168.0
859,2016-04-01,花蓮縣,-135.0
860,2016-05-01,花蓮縣,-119.0
861,2016-06-01,花蓮縣,-7.0
862,2016-07-01,花蓮縣,-49.0
863,2016-08-01,花蓮縣,9.0
864,2016-09-01,花蓮縣,-109.0
865,2016-10-01,花蓮縣,-158.0
866,2016-11-01,花蓮縣,-135.0
867,2016-12-01,花蓮縣,-19.0
868,2017-01-01,花蓮縣,-101.0
869,2017-02-01,花蓮縣,-119.0
870,2017-03-01,花蓮縣,-207.0
871,2017-04-01,花蓮縣,-141.0
872,2017-05-01,花蓮縣,-204.0
873,2017-06-01,花蓮縣,-163.0
874,2017-07-01,花蓮縣,-131.0
875,2017-08-01,花蓮縣,-169.0
876,2017-09-01,花蓮縣,-145.0
877,2017-10-01,花蓮縣,-69.0
878,2017-11-01,花蓮縣,-88.0
879,2017-12-01,花蓮縣,-137.0
880,2018-01-01,花蓮縣,-221.0
881,2018-02-01,花蓮縣,-163.0
882,2018-03-01,花蓮縣,-158.0
883,2018-04-01,花蓮縣,-12.0
884,2018-05-01,花蓮縣,38.0
885,2018-06-01,花蓮縣,28.0
886,2018-07-01,花蓮縣,-40.0
887,2018-08-01,花蓮縣,-108.0
888,2018-09-01,花蓮縣,-157.0
889,2018-10-01,花蓮縣,-113.0
890,2018-11-01,花蓮縣,-67.0
891,2018-12-01,花蓮縣,-296.0
892,2019-01-01,花蓮縣,-180.0
893,2019-02-01,花蓮縣,-134.0
894,2019-03-01,花蓮縣,-141.0
895,2019-04-01,花蓮縣,-164.0
896,2019-05-01,花蓮縣,-269.0
897,2019-06-01,花蓮縣,-94.0
898,2019-07-01,花蓮縣,-173.0
899,2019-08-01,花蓮縣,-33.0
901,2007-04-01,臺東縣,-89.0
902,2007-05-01,臺東縣,-198.0
903,2007-06-01,臺東縣,-267.0
904,2007-07-01,臺東縣,-217.0
905,2007-08-01,臺東縣,-331.0
906,2007-09-01,臺東縣,-170.0
907,2007-10-01,臺東縣,-113.0
908,2007-11-01,臺東縣,-116.0
909,2007-12-01,臺東縣,-65.0
910,2008-01-01,臺東縣,-51.0
911,2008-02-01,臺東縣,-118.0
912,2008-03-01,臺東縣,-181.0
913,2008-04-01,臺東縣,-134.0
914,2008-05-01,臺東縣,-285.0
915,2008-06-01,臺東縣,-228.0
916,2008-07-01,臺東縣,-211.0
917,2008-08-01,臺東縣,-194.0
918,2008-09-01,臺東縣,-151.0
919,2008-10-01,臺東縣,-44.0
920,2008-11-01,臺東縣,-8.0
921,2008-12-01,臺東縣,-206.0
922,2009-01-01,臺東縣,14.0
923,2009-02-01,臺東縣,-69.0
924,2009-03-01,臺東縣,99.0
925,2009-04-01,臺東縣,60.0
926,2009-05-01,臺東縣,-23.0
927,2009-06-01,臺東縣,141.0
928,2009-07-01,臺東縣,206.0
929,2009-08-01,臺東縣,13.0
930,2009-09-01,臺東縣,-55.0
931,2009-10-01,臺東縣,55.0
932,2009-11-01,臺東縣,92.0
933,2009-12-01,臺東縣,115.0
934,2010-01-01,臺東縣,324.0
935,2010-02-01,臺東縣,92.0
936,2010-03-01,臺東縣,-225.0
937,2010-04-01,臺東縣,-197.0
938,2010-05-01,臺東縣,-265.0
939,2010-06-01,臺東縣,-489.0
940,2010-07-01,臺東縣,-316.0
941,2010-08-01,臺東縣,-281.0
942,2010-09-01,臺東縣,-199.0
943,2010-10-01,臺東縣,-109.0
944,2010-11-01,臺東縣,-103.0
945,2010-12-01,臺東縣,-56.0
946,2011-01-01,臺東縣,-160.0
947,2011-02-01,臺東縣,-199.0
948,2011-03-01,臺東縣,-174.0
949,2011-04-01,臺東縣,-191.0
950,2011-05-01,臺東縣,-246.0
951,2011-06-01,臺東縣,-283.0
952,2011-07-01,臺東縣,-221.0
953,2011-08-01,臺東縣,-309.0
954,2011-09-01,臺東縣,-259.0
955,2011-10-01,臺東縣,-177.0
956,2011-11-01,臺東縣,-24.0
957,2011-12-01,臺東縣,-140.0
958,2012-01-01,臺東縣,-172.0
959,2012-02-01,臺東縣,-184.0
960,2012-03-01,臺東縣,-162.0
961,2012-04-01,臺東縣,-194.0
962,2012-05-01,臺東縣,-178.0
963,2012-06-01,臺東縣,-206.0
964,2012-07-01,臺東縣,-180.0
965,2012-08-01,臺東縣,-236.0
966,2012-09-01,臺東縣,-157.0
967,2012-10-01,臺東縣,-108.0
968,2012-11-01,臺東縣,-130.0
969,2012-12-01,臺東縣,-131.0
970,2013-01-01,臺東縣,-159.0
971,2013-02-01,臺東縣,-46.0
972,2013-03-01,臺東縣,-149.0
973,2013-04-01,臺東縣,-64.0
974,2013-05-01,臺東縣,-276.0
975,2013-06-01,臺東縣,-151.0
976,2013-07-01,臺東縣,-137.0
977,2013-08-01,臺東縣,-133.0
978,2013-09-01,臺東縣,-148.0
979,2013-10-01,臺東縣,-53.0
980,2013-11-01,臺東縣,-61.0
981,2013-12-01,臺東縣,-54.0
982,2014-01-01,臺東縣,-83.0
983,2014-02-01,臺東縣,15.0
984,2014-03-01,臺東縣,-78.0
985,2014-04-01,臺東縣,128.0
986,2014-05-01,臺東縣,102.0
987,2014-06-01,臺東縣,136.0
988,2014-07-01,臺東縣,129.0
989,2014-08-01,臺東縣,-109.0
990,2014-09-01,臺東縣,-130.0
991,2014-10-01,臺東縣,-124.0
992,2014-11-01,臺東縣,-88.0
993,2014-12-01,臺東縣,-249.0
994,2015-01-01,臺東縣,-252.0
995,2015-02-01,臺東縣,-126.0
996,2015-03-01,臺東縣,-261.0
997,2015-04-01,臺東縣,-272.0
998,2015-05-01,臺東縣,-233.0
999,2015-06-01,臺東縣,-137.0
1000,2015-07-01,臺東縣,-164.0
1001,2015-08-01,臺東縣,-58.0
1002,2015-09-01,臺東縣,-57.0
1003,2015-10-01,臺東縣,-202.0
1004,2015-11-01,臺東縣,-63.0
1005,2015-12-01,臺東縣,-193.0
1006,2016-01-01,臺東縣,-208.0
1007,2016-02-01,臺東縣,-126.0
1008,2016-03-01,臺東縣,-144.0
1009,2016-04-01,臺東縣,-157.0
1010,2016-05-01,臺東縣,-184.0
1011,2016-06-01,臺東縣,-129.0
1012,2016-07-01,臺東縣,-96.0
1013,2016-08-01,臺東縣,-84.0
1014,2016-09-01,臺東縣,-125.0
1015,2016-10-01,臺東縣,-101.0
1016,2016-11-01,臺東縣,-156.0
1017,2016-12-01,臺東縣,-140.0
1018,2017-01-01,臺東縣,-90.0
1019,2017-02-01,臺東縣,-80.0
1020,2017-03-01,臺東縣,-167.0
1021,2017-04-01,臺東縣,-221.0
1022,2017-05-01,臺東縣,-53.0
1023,2017-06-01,臺東縣,-108.0
1024,2017-07-01,臺東縣,-109.0
1025,2017-08-01,臺東縣,-95.0
1026,2017-09-01,臺東縣,-163.0
1027,2017-10-01,臺東縣,-30.0
1028,2017-11-01,臺東縣,-59.0
1029,2017-12-01,臺東縣,-87.0
1030,2018-01-01,臺東縣,-73.0
1031,2018-02-01,臺東縣,-31.0
1032,2018-03-01,臺東縣,30.0
1033,2018-04-01,臺東縣,162.0
1034,2018-05-01,臺東縣,116.0
1035,2018-06-01,臺東縣,-101.0
1036,2018-07-01,臺東縣,-59.0
1037,2018-08-01,臺東縣,-95.0
1038,2018-09-01,臺東縣,-147.0
1039,2018-10-01,臺東縣,-74.0
1040,2018-11-01,臺東縣,-123.0
1041,2018-12-01,臺東縣,-226.0
1042,2019-01-01,臺東縣,-228.0
1043,2019-02-01,臺東縣,-178.0
1044,2019-03-01,臺東縣,-257.0
1045,2019-04-01,臺東縣,-137.0
1046,2019-05-01,臺東縣,-183.0
1047,2019-06-01,臺東縣,-215.0
1048,2019-07-01,臺東縣,-181.0
1049,2019-08-01,臺東縣,-132.0
1051,2007-04-01,臺南市,320.0
1052,2007-05-01,臺南市,371.0
1053,2007-06-01,臺南市,132.0
1054,2007-07-01,臺南市,305.0
1055,2007-08-01,臺南市,189.0
1056,2007-09-01,臺南市,73.0
1057,2007-10-01,臺南市,249.0
1058,2007-11-01,臺南市,579.0
1059,2007-12-01,臺南市,665.0
1060,2008-01-01,臺南市,286.0
1061,2008-02-01,臺南市,97.0
1062,2008-03-01,臺南市,335.0
1063,2008-04-01,臺南市,419.0
1064,2008-05-01,臺南市,200.0
1065,2008-06-01,臺南市,111.0
1066,2008-07-01,臺南市,343.0
1067,2008-08-01,臺南市,178.0
1068,2008-09-01,臺南市,40.0
1069,2008-10-01,臺南市,386.0
1070,2008-11-01,臺南市,550.0
1071,2008-12-01,臺南市,-1.0
1072,2009-01-01,臺南市,544.0
1073,2009-02-01,臺南市,-323.0
1074,2009-03-01,臺南市,452.0
1075,2009-04-01,臺南市,-159.0
1076,2009-05-01,臺南市,235.0
1077,2009-06-01,臺南市,-73.0
1078,2009-07-01,臺南市,242.0
1079,2009-08-01,臺南市,349.0
1080,2009-09-01,臺南市,40.0
1081,2009-10-01,臺南市,591.0
1082,2009-11-01,臺南市,243.0
1083,2009-12-01,臺南市,260.0
1084,2010-01-01,臺南市,-162.0
1085,2010-02-01,臺南市,-179.0
1086,2010-03-01,臺南市,100.0
1087,2010-04-01,臺南市,-25.0
1088,2010-05-01,臺南市,-346.0
1089,2010-06-01,臺南市,-1223.0
1090,2010-07-01,臺南市,452.0
1091,2010-08-01,臺南市,10.0
1092,2010-09-01,臺南市,-279.0
1093,2010-10-01,臺南市,65.0
1094,2010-11-01,臺南市,100.0
1095,2010-12-01,臺南市,-125.0
1096,2011-01-01,臺南市,-388.0
1097,2011-02-01,臺南市,-230.0
1098,2011-03-01,臺南市,-243.0
1099,2011-04-01,臺南市,260.0
1100,2011-05-01,臺南市,175.0
1101,2011-06-01,臺南市,1356.0
1102,2011-07-01,臺南市,767.0
1103,2011-08-01,臺南市,146.0
1104,2011-09-01,臺南市,394.0
1105,2011-10-01,臺南市,281.0
1106,2011-11-01,臺南市,394.0
1107,2011-12-01,臺南市,254.0
1108,2012-01-01,臺南市,155.0
1109,2012-02-01,臺南市,282.0
1110,2012-03-01,臺南市,381.0
1111,2012-04-01,臺南市,299.0
1112,2012-05-01,臺南市,237.0
1113,2012-06-01,臺南市,481.0
1114,2012-07-01,臺南市,227.0
1115,2012-08-01,臺南市,484.0
1116,2012-09-01,臺南市,138.0
1117,2012-10-01,臺南市,716.0
1118,2012-11-01,臺南市,666.0
1119,2012-12-01,臺南市,619.0
1120,2013-01-01,臺南市,260.0
1121,2013-02-01,臺南市,213.0
1122,2013-03-01,臺南市,251.0
1123,2013-04-01,臺南市,106.0
1124,2013-05-01,臺南市,-123.0
1125,2013-06-01,臺南市,174.0
1126,2013-07-01,臺南市,94.0
1127,2013-08-01,臺南市,154.0
1128,2013-09-01,臺南市,29.0
1129,2013-10-01,臺南市,-26.0
1130,2013-11-01,臺南市,337.0
1131,2013-12-01,臺南市,94.0
1132,2014-01-01,臺南市,43.0
1133,2014-02-01,臺南市,-218.0
1134,2014-03-01,臺南市,44.0
1135,2014-04-01,臺南市,25.0
1136,2014-05-01,臺南市,-237.0
1137,2014-06-01,臺南市,177.0
1138,2014-07-01,臺南市,-96.0
1139,2014-08-01,臺南市,505.0
1140,2014-09-01,臺南市,42.0
1141,2014-10-01,臺南市,69.0
1142,2014-11-01,臺南市,282.0
1143,2014-12-01,臺南市,440.0
1144,2015-01-01,臺南市,357.0
1145,2015-02-01,臺南市,222.0
1146,2015-03-01,臺南市,243.0
1147,2015-04-01,臺南市,181.0
1148,2015-05-01,臺南市,-47.0
1149,2015-06-01,臺南市,136.0
1150,2015-07-01,臺南市,-299.0
1151,2015-08-01,臺南市,2.0
1152,2015-09-01,臺南市,-42.0
1153,2015-10-01,臺南市,138.0
1154,2015-11-01,臺南市,215.0
1155,2015-12-01,臺南市,151.0
1156,2016-01-01,臺南市,9.0
1157,2016-02-01,臺南市,-97.0
1158,2016-03-01,臺南市,-296.0
1159,2016-04-01,臺南市,95.0
1160,2016-05-01,臺南市,-53.0
1161,2016-06-01,臺南市,189.0
1162,2016-07-01,臺南市,241.0
1163,2016-08-01,臺南市,-28.0
1164,2016-09-01,臺南市,-102.0
1165,2016-10-01,臺南市,104.0
1166,2016-11-01,臺南市,50.0
1167,2016-12-01,臺南市,380.0
1168,2017-01-01,臺南市,42.0
1169,2017-02-01,臺南市,85.0
1170,2017-03-01,臺南市,208.0
1171,2017-04-01,臺南市,268.0
1172,2017-05-01,臺南市,-163.0
1173,2017-06-01,臺南市,29.0
1174,2017-07-01,臺南市,-235.0
1175,2017-08-01,臺南市,-122.0
1176,2017-09-01,臺南市,-57.0
1177,2017-10-01,臺南市,299.0
1178,2017-11-01,臺南市,78.0
1179,2017-12-01,臺南市,57.0
1180,2018-01-01,臺南市,-271.0
1181,2018-02-01,臺南市,-177.0
1182,2018-03-01,臺南市,-192.0
1183,2018-04-01,臺南市,-404.0
1184,2018-05-01,臺南市,-543.0
1185,2018-06-01,臺南市,-218.0
1186,2018-07-01,臺南市,-121.0
1187,2018-08-01,臺南市,-269.0
1188,2018-09-01,臺南市,-291.0
1189,2018-10-01,臺南市,-232.0
1190,2018-11-01,臺南市,-44.0
1191,2018-12-01,臺南市,71.0
1192,2019-01-01,臺南市,-108.0
1193,2019-02-01,臺南市,-275.0
1194,2019-03-01,臺南市,-92.0
1195,2019-04-01,臺南市,-278.0
1196,2019-05-01,臺南市,-454.0
1197,2019-06-01,臺南市,-311.0
1198,2019-07-01,臺南市,-517.0
1199,2019-08-01,臺南市,-66.0
1201,2007-04-01,臺北市,873.0
1202,2007-05-01,臺北市,86.0
1203,2007-06-01,臺北市,758.0
1204,2007-07-01,臺北市,340.0
1205,2007-08-01,臺北市,-1077.0
1206,2007-09-01,臺北市,-1894.0
1207,2007-10-01,臺北市,745.0
1208,2007-11-01,臺北市,1423.0
1209,2007-12-01,臺北市,1742.0
1210,2008-01-01,臺北市,420.0
1211,2008-02-01,臺北市,1277.0
1212,2008-03-01,臺北市,639.0
1213,2008-04-01,臺北市,-639.0
1214,2008-05-01,臺北市,-451.0
1215,2008-06-01,臺北市,-324.0
1216,2008-07-01,臺北市,-1492.0
1217,2008-08-01,臺北市,-2585.0
1218,2008-09-01,臺北市,-3181.0
1219,2008-10-01,臺北市,-394.0
1220,2008-11-01,臺北市,-414.0
1221,2008-12-01,臺北市,798.0
1222,2009-01-01,臺北市,-833.0
1223,2009-02-01,臺北市,-1817.0
1224,2009-03-01,臺北市,-353.0
1225,2009-04-01,臺北市,-1444.0
1226,2009-05-01,臺北市,-910.0
1227,2009-06-01,臺北市,-1046.0
1228,2009-07-01,臺北市,-1235.0
1229,2009-08-01,臺北市,-2680.0
1230,2009-09-01,臺北市,-4009.0
1231,2009-10-01,臺北市,-410.0
1232,2009-11-01,臺北市,-307.0
1233,2009-12-01,臺北市,-451.0
1234,2010-01-01,臺北市,-1277.0
1235,2010-02-01,臺北市,-1088.0
1236,2010-03-01,臺北市,-319.0
1237,2010-04-01,臺北市,-1093.0
1238,2010-05-01,臺北市,499.0
1239,2010-06-01,臺北市,-1282.0
1240,2010-07-01,臺北市,2489.0
1241,2010-08-01,臺北市,-48.0
1242,2010-09-01,臺北市,3614.0
1243,2010-10-01,臺北市,4148.0
1244,2010-11-01,臺北市,2542.0
1245,2010-12-01,臺北市,3159.0
1246,2011-01-01,臺北市,4111.0
1247,2011-02-01,臺北市,1908.0
1248,2011-03-01,臺北市,2886.0
1249,2011-04-01,臺北市,2608.0
1250,2011-05-01,臺北市,2759.0
1251,2011-06-01,臺北市,2722.0
1252,2011-07-01,臺北市,2100.0
1253,2011-08-01,臺北市,1198.0
1254,2011-09-01,臺北市,1035.0
1255,2011-10-01,臺北市,3037.0
1256,2011-11-01,臺北市,3986.0
1257,2011-12-01,臺北市,3846.0
1258,2012-01-01,臺北市,1991.0
1259,2012-02-01,臺北市,989.0
1260,2012-03-01,臺北市,2564.0
1261,2012-04-01,臺北市,2173.0
1262,2012-05-01,臺北市,2332.0
1263,2012-06-01,臺北市,2246.0
1264,2012-07-01,臺北市,1224.0
1265,2012-08-01,臺北市,1115.0
1266,2012-09-01,臺北市,230.0
1267,2012-10-01,臺北市,2399.0
1268,2012-11-01,臺北市,2775.0
1269,2012-12-01,臺北市,2220.0
1270,2013-01-01,臺北市,1807.0
1271,2013-02-01,臺北市,1095.0
1272,2013-03-01,臺北市,1643.0
1273,2013-04-01,臺北市,1280.0
1274,2013-05-01,臺北市,1245.0
1275,2013-06-01,臺北市,1258.0
1276,2013-07-01,臺北市,818.0
1277,2013-08-01,臺北市,-355.0
1278,2013-09-01,臺北市,-433.0
1279,2013-10-01,臺北市,1255.0
1280,2013-11-01,臺北市,1728.0
1281,2013-12-01,臺北市,1949.0
1282,2014-01-01,臺北市,1624.0
1283,2014-02-01,臺北市,1187.0
1284,2014-03-01,臺北市,905.0
1285,2014-04-01,臺北市,1099.0
1286,2014-05-01,臺北市,807.0
1287,2014-06-01,臺北市,1534.0
1288,2014-07-01,臺北市,1355.0
1289,2014-08-01,臺北市,-20.0
1290,2014-09-01,臺北市,642.0
1291,2014-10-01,臺北市,1995.0
1292,2014-11-01,臺北市,2447.0
1293,2014-12-01,臺北市,2224.0
1294,2015-01-01,臺北市,1818.0
1295,2015-02-01,臺北市,980.0
1296,2015-03-01,臺北市,845.0
1297,2015-04-01,臺北市,-9.0
1298,2015-05-01,臺北市,-28.0
1299,2015-06-01,臺北市,109.0
1300,2015-07-01,臺北市,-2586.0
1301,2015-08-01,臺北市,-1873.0
1302,2015-09-01,臺北市,-1456.0
1303,2015-10-01,臺北市,1399.0
1304,2015-11-01,臺北市,1295.0
1305,2015-12-01,臺北市,2001.0
1306,2016-01-01,臺北市,164.0
1307,2016-02-01,臺北市,-564.0
1308,2016-03-01,臺北市,85.0
1309,2016-04-01,臺北市,-666.0
1310,2016-05-01,臺北市,-899.0
1311,2016-06-01,臺北市,-5.0
1312,2016-07-01,臺北市,-1280.0
1313,2016-08-01,臺北市,-3054.0
1314,2016-09-01,臺北市,-2275.0
1315,2016-10-01,臺北市,3.0
1316,2016-11-01,臺北市,-667.0
1317,2016-12-01,臺北市,52.0
1318,2017-01-01,臺北市,-333.0
1319,2017-02-01,臺北市,-1176.0
1320,2017-03-01,臺北市,-882.0
1321,2017-04-01,臺北市,-1195.0
1322,2017-05-01,臺北市,-1305.0
1323,2017-06-01,臺北市,-968.0
1324,2017-07-01,臺北市,-2216.0
1325,2017-08-01,臺北市,-2427.0
1326,2017-09-01,臺北市,-2309.0
1327,2017-10-01,臺北市,309.0
1328,2017-11-01,臺北市,119.0
1329,2017-12-01,臺北市,-64.0
1330,2018-01-01,臺北市,-536.0
1331,2018-02-01,臺北市,-1346.0
1332,2018-03-01,臺北市,-1157.0
1333,2018-04-01,臺北市,-1523.0
1334,2018-05-01,臺北市,-1928.0
1335,2018-06-01,臺北市,-1054.0
1336,2018-07-01,臺北市,-1650.0
1337,2018-08-01,臺北市,-1971.0
1338,2018-09-01,臺北市,-2453.0
1339,2018-10-01,臺北市,235.0
1340,2018-11-01,臺北市,-240.0
1341,2018-12-01,臺北市,-1062.0
1342,2019-01-01,臺北市,-1664.0
1343,2019-02-01,臺北市,-1925.0
1344,2019-03-01,臺北市,-1558.0
1345,2019-04-01,臺北市,-2108.0
1346,2019-05-01,臺北市,-2702.0
1347,2019-06-01,臺北市,-963.0
1348,2019-07-01,臺北市,-3644.0
1349,2019-08-01,臺北市,-3854.0
1351,2007-04-01,臺中市,1566.0
1352,2007-05-01,臺中市,1871.0
1353,2007-06-01,臺中市,1694.0
1354,2007-07-01,臺中市,1706.0
1355,2007-08-01,臺中市,2162.0
1356,2007-09-01,臺中市,1239.0
1357,2007-10-01,臺中市,1423.0
1358,2007-11-01,臺中市,1890.0
1359,2007-12-01,臺中市,2100.0
1360,2008-01-01,臺中市,1921.0
1361,2008-02-01,臺中市,1281.0
1362,2008-03-01,臺中市,1044.0
1363,2008-04-01,臺中市,1492.0
1364,2008-05-01,臺中市,1419.0
1365,2008-06-01,臺中市,1739.0
1366,2008-07-01,臺中市,1513.0
1367,2008-08-01,臺中市,1219.0
1368,2008-09-01,臺中市,796.0
1369,2008-10-01,臺中市,1398.0
1370,2008-11-01,臺中市,1778.0
1371,2008-12-01,臺中市,1678.0
1372,2009-01-01,臺中市,1382.0
1373,2009-02-01,臺中市,774.0
1374,2009-03-01,臺中市,1763.0
1375,2009-04-01,臺中市,134.0
1376,2009-05-01,臺中市,427.0
1377,2009-06-01,臺中市,771.0
1378,2009-07-01,臺中市,767.0
1379,2009-08-01,臺中市,405.0
1380,2009-09-01,臺中市,686.0
1381,2009-10-01,臺中市,1402.0
1382,2009-11-01,臺中市,1497.0
1383,2009-12-01,臺中市,1681.0
1384,2010-01-01,臺中市,713.0
1385,2010-02-01,臺中市,758.0
1386,2010-03-01,臺中市,1586.0
1387,2010-04-01,臺中市,1144.0
1388,2010-05-01,臺中市,601.0
1389,2010-06-01,臺中市,-658.0
1390,2010-07-01,臺中市,2772.0
1391,2010-08-01,臺中市,1593.0
1392,2010-09-01,臺中市,924.0
1393,2010-10-01,臺中市,1287.0
1394,2010-11-01,臺中市,1181.0
1395,2010-12-01,臺中市,757.0
1396,2011-01-01,臺中市,892.0
1397,2011-02-01,臺中市,581.0
1398,2011-03-01,臺中市,1260.0
1399,2011-04-01,臺中市,1283.0
1400,2011-05-01,臺中市,1263.0
1401,2011-06-01,臺中市,1758.0
1402,2011-07-01,臺中市,1797.0
1403,2011-08-01,臺中市,1482.0
1404,2011-09-01,臺中市,1093.0
1405,2011-10-01,臺中市,1462.0
1406,2011-11-01,臺中市,1480.0
1407,2011-12-01,臺中市,1624.0
1408,2012-01-01,臺中市,1219.0
1409,2012-02-01,臺中市,1312.0
1410,2012-03-01,臺中市,1874.0
1411,2012-04-01,臺中市,1596.0
1412,2012-05-01,臺中市,1995.0
1413,2012-06-01,臺中市,1969.0
1414,2012-07-01,臺中市,1580.0
1415,2012-08-01,臺中市,1937.0
1416,2012-09-01,臺中市,1296.0
1417,2012-10-01,臺中市,1869.0
1418,2012-11-01,臺中市,2025.0
1419,2012-12-01,臺中市,1827.0
1420,2013-01-01,臺中市,2159.0
1421,2013-02-01,臺中市,1164.0
1422,2013-03-01,臺中市,1443.0
1423,2013-04-01,臺中市,1178.0
1424,2013-05-01,臺中市,1726.0
1425,2013-06-01,臺中市,1329.0
1426,2013-07-01,臺中市,1461.0
1427,2013-08-01,臺中市,1359.0
1428,2013-09-01,臺中市,953.0
1429,2013-10-01,臺中市,1146.0
1430,2013-11-01,臺中市,1489.0
1431,2013-12-01,臺中市,1361.0
1432,2014-01-01,臺中市,1259.0
1433,2014-02-01,臺中市,1150.0
1434,2014-03-01,臺中市,994.0
1435,2014-04-01,臺中市,1145.0
1436,2014-05-01,臺中市,914.0
1437,2014-06-01,臺中市,1215.0
1438,2014-07-01,臺中市,1426.0
